denoise_threshold,denoise_method,median_kernel,gaussian_kernel,clahe_trigger,clahe_cliplimit,clahe_tile,binarize_median,binarize_blocksize,binarize_c,binarize_method,line_ratio_thresh,line_removal,line_dilation,line_dilation_iter,avg_cer,avg_wer
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 40)","(2, 2)",1,15.0794,42.3367
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 40)","(2, 2)",2,15.0794,42.64
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 40)","(3, 3)",1,9.4844,25.0228
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 40)","(3, 3)",2,9.0406,24.335
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 40)","(5, 5)",1,9.0406,24.335
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 40)","(5, 5)",2,9.8278,26.3061
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 50)","(2, 2)",1,15.1711,42.1989
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 50)","(2, 2)",2,14.9139,41.77
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 50)","(3, 3)",1,8.93,23.49
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 50)","(3, 3)",2,9.3222,25.31
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 50)","(5, 5)",1,9.3222,25.31
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.003,"(10, 50)","(5, 5)",2,9.66,26.5422
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 40)","(2, 2)",1,15.0672,42.1872
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 40)","(2, 2)",2,15.0678,42.5183
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 40)","(3, 3)",1,9.4428,24.8744
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 40)","(3, 3)",2,9.025,24.1856
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 40)","(5, 5)",1,9.025,24.1856
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 40)","(5, 5)",2,9.7211,25.9233
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 50)","(2, 2)",1,15.2306,42.4883
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 50)","(2, 2)",2,14.9233,41.7183
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 50)","(3, 3)",1,8.8772,23.4733
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 50)","(3, 3)",2,9.3594,25.2639
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 50)","(5, 5)",1,9.3594,25.2639
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,gaussian_c,0.005,"(10, 50)","(5, 5)",2,9.6472,26.545
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 40)","(2, 2)",1,16.7272,47.1028
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 40)","(2, 2)",2,16.5256,46.8039
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 40)","(3, 3)",1,9.6439,25.9872
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 40)","(3, 3)",2,9.655,26.3778
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 40)","(5, 5)",1,9.655,26.3778
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 40)","(5, 5)",2,9.1578,24.9311
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 50)","(2, 2)",1,16.6478,46.7256
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 50)","(2, 2)",2,16.3372,46.5517
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 50)","(3, 3)",1,11.1244,29.6428
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 50)","(3, 3)",2,10.0117,27.4561
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 50)","(5, 5)",1,10.0117,27.4561
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.001,"(10, 50)","(5, 5)",2,10.26,28.2889
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 40)","(2, 2)",1,16.7272,47.0833
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 40)","(2, 2)",2,16.5256,46.7844
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 40)","(3, 3)",1,9.6439,25.9678
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 40)","(3, 3)",2,9.6406,26.2589
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 40)","(5, 5)",1,9.6406,26.2589
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 40)","(5, 5)",2,9.1406,24.7928
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 50)","(2, 2)",1,16.6217,46.5922
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 50)","(2, 2)",2,16.2956,46.3294
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 50)","(3, 3)",1,11.1,29.55
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 50)","(3, 3)",2,9.9506,27.1411
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 50)","(5, 5)",1,9.9506,27.1411
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.003,"(10, 50)","(5, 5)",2,10.1711,27.8544
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 40)","(2, 2)",1,16.7272,47.0833
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 40)","(2, 2)",2,16.5256,46.7844
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 40)","(3, 3)",1,9.6439,25.9678
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 40)","(3, 3)",2,9.6406,26.2589
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 40)","(5, 5)",1,9.6406,26.2589
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 40)","(5, 5)",2,9.1406,24.7928
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 50)","(2, 2)",1,16.6217,46.5922
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 50)","(2, 2)",2,16.2956,46.3294
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 50)","(3, 3)",1,11.1,29.55
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 50)","(3, 3)",2,9.9506,27.1411
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 50)","(5, 5)",1,9.9506,27.1411
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,35,mean_c,0.005,"(10, 50)","(5, 5)",2,10.1711,27.8544
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 40)","(2, 2)",1,14.0439,39.4378
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 40)","(2, 2)",2,14.1683,39.6261
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 40)","(3, 3)",1,8.355,22.5083
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 40)","(3, 3)",2,7.66,21.7939
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 40)","(5, 5)",1,7.66,21.7939
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 40)","(5, 5)",2,8.4083,22.9433
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 50)","(2, 2)",1,14.2794,40.015
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 50)","(2, 2)",2,13.87,39.2983
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 50)","(3, 3)",1,8.5722,23.0767
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 50)","(3, 3)",2,9.2839,23.9478
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 50)","(5, 5)",1,9.2839,23.9478
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.001,"(10, 50)","(5, 5)",2,8.865,24.4589
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 40)","(2, 2)",1,14.0439,39.4378
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 40)","(2, 2)",2,14.1683,39.6261
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 40)","(3, 3)",1,8.355,22.5083
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 40)","(3, 3)",2,7.66,21.7939
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 40)","(5, 5)",1,7.66,21.7939
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 40)","(5, 5)",2,8.4083,22.9433
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 50)","(2, 2)",1,14.2794,40.015
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 50)","(2, 2)",2,13.87,39.2983
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 50)","(3, 3)",1,8.5722,23.0767
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 50)","(3, 3)",2,9.2839,23.9478
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 50)","(5, 5)",1,9.2839,23.9478
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.003,"(10, 50)","(5, 5)",2,8.865,24.4589
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 40)","(2, 2)",1,14.0094,39.3589
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 40)","(2, 2)",2,14.0033,39.3667
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 40)","(3, 3)",1,8.3506,22.3489
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 40)","(3, 3)",2,7.5694,21.6917
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 40)","(5, 5)",1,7.5694,21.6917
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 40)","(5, 5)",2,8.3556,22.7861
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 50)","(2, 2)",1,14.2311,39.9378
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 50)","(2, 2)",2,13.7194,39.1961
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 50)","(3, 3)",1,8.4667,22.9756
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 50)","(3, 3)",2,9.1744,23.8706
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 50)","(5, 5)",1,9.1744,23.8706
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,gaussian_c,0.005,"(10, 50)","(5, 5)",2,8.7111,24.125
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 40)","(2, 2)",1,15.3506,42.775
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 40)","(2, 2)",2,15.7611,44.0461
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 40)","(3, 3)",1,9.665,26.9139
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 40)","(3, 3)",2,9.0594,25.1978
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 40)","(5, 5)",1,9.0594,25.1978
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 40)","(5, 5)",2,9.1906,25.2544
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 50)","(2, 2)",1,16.9072,46.5339
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 50)","(2, 2)",2,17.0822,46.6778
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 50)","(3, 3)",1,9.9906,27.7906
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 50)","(3, 3)",2,9.3006,25.8011
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 50)","(5, 5)",1,9.3006,25.8011
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.001,"(10, 50)","(5, 5)",2,10.4939,28.1217
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 40)","(2, 2)",1,15.3506,42.775
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 40)","(2, 2)",2,15.7611,44.0461
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 40)","(3, 3)",1,9.665,26.9139
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 40)","(3, 3)",2,9.0456,25.0983
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 40)","(5, 5)",1,9.0456,25.0983
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 40)","(5, 5)",2,9.1767,25.155
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 50)","(2, 2)",1,16.8739,46.3683
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 50)","(2, 2)",2,17.0428,46.4928
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 50)","(3, 3)",1,9.9572,27.625
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 50)","(3, 3)",2,9.2406,25.5244
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 50)","(5, 5)",1,9.2406,25.5244
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.003,"(10, 50)","(5, 5)",2,10.4417,27.8583
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 40)","(2, 2)",1,15.4844,42.8806
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 40)","(2, 2)",2,15.8989,44.2306
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 40)","(3, 3)",1,9.8217,27.0722
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 40)","(3, 3)",2,9.1717,25.2039
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 40)","(5, 5)",1,9.1717,25.2039
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 40)","(5, 5)",2,9.1733,24.9444
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 50)","(2, 2)",1,16.985,46.4739
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 50)","(2, 2)",2,17.1306,46.4928
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 50)","(3, 3)",1,10.0989,27.7567
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 50)","(3, 3)",2,9.2139,25.235
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 50)","(5, 5)",1,9.2139,25.235
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,40,mean_c,0.005,"(10, 50)","(5, 5)",2,10.4039,27.5422
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 40)","(2, 2)",1,13.2606,37.1083
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 40)","(2, 2)",2,12.495,36.2033
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 40)","(3, 3)",1,7.7322,21.2222
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 40)","(3, 3)",2,7.8372,21.0417
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 40)","(5, 5)",1,7.8372,21.0417
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 40)","(5, 5)",2,7.6522,21.2417
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 50)","(2, 2)",1,13.3406,38.0911
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 50)","(2, 2)",2,12.8956,36.2111
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 50)","(3, 3)",1,7.3956,20.8478
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 50)","(3, 3)",2,8.3456,22.9044
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 50)","(5, 5)",1,8.3456,22.9044
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.001,"(10, 50)","(5, 5)",2,8.0472,22.415
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 40)","(2, 2)",1,13.2606,37.1083
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 40)","(2, 2)",2,12.495,36.2033
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 40)","(3, 3)",1,7.7322,21.2222
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 40)","(3, 3)",2,7.8372,21.0417
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 40)","(5, 5)",1,7.8372,21.0417
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 40)","(5, 5)",2,7.6522,21.2417
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 50)","(2, 2)",1,13.3406,38.0911
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 50)","(2, 2)",2,12.8956,36.2111
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 50)","(3, 3)",1,7.3956,20.8478
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 50)","(3, 3)",2,8.3456,22.9044
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 50)","(5, 5)",1,8.3456,22.9044
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.003,"(10, 50)","(5, 5)",2,8.0472,22.415
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 40)","(2, 2)",1,13.1467,37.1572
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 40)","(2, 2)",2,12.3739,36.2772
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 40)","(3, 3)",1,7.6706,21.3222
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 40)","(3, 3)",2,7.76,21.165
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 40)","(5, 5)",1,7.76,21.165
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 40)","(5, 5)",2,7.5939,21.2367
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 50)","(2, 2)",1,13.3128,38.0111
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 50)","(2, 2)",2,12.8794,36.3617
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 50)","(3, 3)",1,7.345,20.8722
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 50)","(3, 3)",2,8.2917,22.8744
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 50)","(5, 5)",1,8.2917,22.8744
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,gaussian_c,0.005,"(10, 50)","(5, 5)",2,7.9744,22.4117
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 40)","(2, 2)",1,14.615,41.5033
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 40)","(2, 2)",2,14.68,41.9483
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 40)","(3, 3)",1,8.3956,23.3983
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 40)","(3, 3)",2,8.1906,22.4072
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 40)","(5, 5)",1,8.1906,22.4072
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 40)","(5, 5)",2,8.3806,23.5594
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 50)","(2, 2)",1,15.7422,44.7672
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 50)","(2, 2)",2,15.5,43.285
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 50)","(3, 3)",1,8.5844,24.3861
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 50)","(3, 3)",2,8.4883,23.5811
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 50)","(5, 5)",1,8.4883,23.5811
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.001,"(10, 50)","(5, 5)",2,8.8667,24.9522
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 40)","(2, 2)",1,14.615,41.5033
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 40)","(2, 2)",2,14.68,41.9483
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 40)","(3, 3)",1,8.3956,23.3983
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 40)","(3, 3)",2,8.1906,22.4072
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 40)","(5, 5)",1,8.1906,22.4072
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 40)","(5, 5)",2,8.3806,23.5594
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 50)","(2, 2)",1,15.7422,44.7672
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 50)","(2, 2)",2,15.5,43.285
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 50)","(3, 3)",1,8.5844,24.3861
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 50)","(3, 3)",2,8.4883,23.5811
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 50)","(5, 5)",1,8.4883,23.5811
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.003,"(10, 50)","(5, 5)",2,8.8667,24.9522
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.005,"(10, 40)","(2, 2)",1,14.5944,41.2372
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.005,"(10, 40)","(2, 2)",2,14.6072,41.5583
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.005,"(10, 40)","(3, 3)",1,8.3261,23.1656
5,median,3,"(3, 3)",30,1.5,"(8, 8)",3,91,45,mean_c,0.005,"(10, 40)","(3, 3)",2,8.1017,21.9622
